"countryName_Destination";"Notes.x";"ISO3.x";"Type.of.data..a.";"Origin";"nbMigrants";"Notes.y";"ISO3.y"
"Latvia";"";"LVA";"B";"Martinique";0;"";"MTQ"
"Lithuania";"";"LTU";"B";"Martinique";0;"";"MTQ"
"Norway";"-16";"NOR";"B";"Martinique";0;"";"MTQ"
"Sweden";"";"SWE";"B";"Martinique";0;"";"MTQ"
"United Kingdom of Great Britain and Northern Ireland";"";"GBR";"B";"Martinique";0;"";"MTQ"
"Albania";"";"ALB";"B";"Martinique";0;"";"MTQ"
"Andorra";"";"AND";"C";"Martinique";0;"";"MTQ"
"Bosnia and Herzegovina";"";"BIH";"I R";"Martinique";0;"";"MTQ"
"Croatia";"";"HRV";"B R";"Martinique";0;"";"MTQ"
"Gibraltar";"";"GIB";"B";"Martinique";0;"";"MTQ"
"Greece";"";"GRC";"B";"Martinique";0;"";"MTQ"
"Holy See";"-17";"VAT";"I";"Martinique";0;"";"MTQ"
"Italy";"";"ITA";"B";"Martinique";0;"";"MTQ"
"Malta";"";"MLT";"B";"Martinique";0;"";"MTQ"
"Montenegro";"";"MNE";"B";"Martinique";0;"";"MTQ"
"Portugal";"";"PRT";"B";"Martinique";0;"";"MTQ"
"San Marino";"";"SMR";"B";"Martinique";0;"";"MTQ"
"Serbia";"-18";"SRB";"B";"Martinique";0;"";"MTQ"
"Slovenia";"";"SVN";"B";"Martinique";0;"";"MTQ"
"Spain";"-19";"ESP";"B";"Martinique";0;"";"MTQ"
"The former Yugoslav Republic of Macedonia";"";"MKD";"B";"Martinique";0;"";"MTQ"
"Austria";"";"AUT";"B";"Martinique";0;"";"MTQ"
"Belgium";"";"BEL";"C";"Martinique";0;"";"MTQ"
"France";"";"FRA";"B";"Martinique";0;"";"MTQ"
"Germany";"";"DEU";"B";"Martinique";0;"";"MTQ"
"Liechtenstein";"";"LIE";"B";"Martinique";0;"";"MTQ"
"Luxembourg";"";"LUX";"B";"Martinique";0;"";"MTQ"
"Monaco";"";"MCO";"B";"Martinique";0;"";"MTQ"
"Netherlands";"";"NLD";"B";"Martinique";0;"";"MTQ"
"Switzerland";"";"CHE";"B";"Martinique";0;"";"MTQ"
"Anguilla";"";"AIA";"B";"Martinique";0;"";"MTQ"
"Antigua and Barbuda";"";"ATG";"B";"Martinique";5;"";"MTQ"
"Aruba";"";"ABW";"B";"Martinique";0;"";"MTQ"
"Bahamas";"";"BHS";"B";"Martinique";0;"";"MTQ"
"Barbados";"";"BRB";"B";"Martinique";0;"";"MTQ"
"Bonaire, Sint Eustatius and Saba";"-20";"BES";"B";"Martinique";27;"";"MTQ"
"British Virgin Islands";"";"VGB";"B";"Martinique";0;"";"MTQ"
"Cayman Islands";"";"CYM";"C";"Martinique";0;"";"MTQ"
"Cuba";"";"CUB";"B";"Martinique";0;"";"MTQ"
"Curaçao";"";"CUW";"B";"Martinique";31;"";"MTQ"
"Dominica";"";"DMA";"B";"Martinique";143;"";"MTQ"
"Dominican Republic";"";"DOM";"B";"Martinique";33;"";"MTQ"
"Grenada";"";"GRD";"B";"Martinique";0;"";"MTQ"
"Guadeloupe";"-21";"GLP";"B";"Martinique";9446;"";"MTQ"
"Haiti";"";"HTI";"B";"Martinique";0;"";"MTQ"
"Jamaica";"";"JAM";"B";"Martinique";0;"";"MTQ"
"Martinique";"";"MTQ";"B";"Martinique";0;"";"MTQ"
"Montserrat";"";"MSR";"B";"Martinique";0;"";"MTQ"
"Puerto Rico";"";"PRI";"B";"Martinique";0;"";"MTQ"
"Saint Kitts and Nevis";"";"KNA";"B";"Martinique";0;"";"MTQ"
"Saint Lucia";"";"LCA";"B";"Martinique";475;"";"MTQ"
"Saint Vincent and the Grenadines";"";"VCT";"B";"Martinique";0;"";"MTQ"
"Sint Maarten (Dutch part)";"";"SXM";"B";"Martinique";75;"";"MTQ"
"Trinidad and Tobago";"";"TTO";"B";"Martinique";0;"";"MTQ"
"Turks and Caicos Islands";"";"TCA";"B";"Martinique";0;"";"MTQ"
"United States Virgin Islands";"";"VIR";"B";"Martinique";0;"";"MTQ"
"Belize";"";"BLZ";"B R ";"Martinique";0;"";"MTQ"
"Costa Rica";"";"CRI";"B R";"Martinique";4;"";"MTQ"
"El Salvador";"";"SLV";"B R";"Martinique";0;"";"MTQ"
"Guatemala";"";"GTM";"B R";"Martinique";0;"";"MTQ"
"Honduras";"";"HND";"B R";"Martinique";0;"";"MTQ"
"Mexico";"";"MEX";"B R";"Martinique";0;"";"MTQ"
"Nicaragua";"";"NIC";"B R";"Martinique";0;"";"MTQ"
"Panama";"";"PAN";"B";"Martinique";0;"";"MTQ"
"Argentina";"";"ARG";"B";"Martinique";0;"";"MTQ"
"Bolivia (Plurinational State of)";"";"BOL";"B";"Martinique";0;"";"MTQ"
"Brazil";"";"BRA";"B";"Martinique";0;"";"MTQ"
"Chile";"";"CHL";"B";"Martinique";5;"";"MTQ"
"Colombia";"";"COL";"B";"Martinique";0;"";"MTQ"
"Ecuador";"";"ECU";"B R";"Martinique";0;"";"MTQ"
"Falkland Islands (Malvinas)";"";"FLK";"B";"Martinique";0;"";"MTQ"
"French Guiana";"";"GUF";"B";"Martinique";2654;"";"MTQ"
"Guyana";"";"GUY";"B";"Martinique";0;"";"MTQ"
"Paraguay";"";"PRY";"B";"Martinique";0;"";"MTQ"
"Peru";"";"PER";"B";"Martinique";0;"";"MTQ"
"Suriname";"";"SUR";"C";"Martinique";0;"";"MTQ"
"Uruguay";"";"URY";"B";"Martinique";0;"";"MTQ"
"Venezuela (Bolivarian Republic of)";"";"VEN";"B";"Martinique";43;"";"MTQ"
"Bermuda";"";"BMU";"B";"Martinique";0;"";"MTQ"
"Canada";"";"CAN";"B";"Martinique";635;"";"MTQ"
"Greenland";"";"GRL";"B";"Martinique";0;"";"MTQ"
"Saint Pierre and Miquelon";"";"SPM";"B";"Martinique";0;"";"MTQ"
"United States of America";"";"USA";"B";"Martinique";0;"";"MTQ"
"Australia";"-22";"AUS";"B";"Martinique";42;"";"MTQ"
"New Zealand";"";"NZL";"B";"Martinique";0;"";"MTQ"
"Fiji";"";"FJI";"B";"Martinique";0;"";"MTQ"
"New Caledonia";"";"NCL";"B";"Martinique";0;"";"MTQ"
"Papua New Guinea";"";"PNG";"C R";"Martinique";0;"";"MTQ"
"Solomon Islands";"";"SLB";"B";"Martinique";0;"";"MTQ"
"Vanuatu";"";"VUT";"B";"Martinique";0;"";"MTQ"
"Guam";"";"GUM";"B";"Martinique";0;"";"MTQ"
"Kiribati";"";"KIR";"B";"Martinique";0;"";"MTQ"
"Marshall Islands";"";"MHL";"B";"Martinique";0;"";"MTQ"
"Micronesia (Federated States of)";"";"FSM";"B";"Martinique";0;"";"MTQ"
"Nauru";"";"NRU";"C";"Martinique";0;"";"MTQ"
"Northern Mariana Islands";"";"MNP";"B";"Martinique";0;"";"MTQ"
"Palau";"";"PLW";"B";"Martinique";0;"";"MTQ"
"American Samoa";"";"ASM";"B";"Martinique";0;"";"MTQ"
"Cook Islands";"";"COK";"B";"Martinique";0;"";"MTQ"
"French Polynesia";"";"PYF";"B";"Martinique";0;"";"MTQ"
"Niue";"";"NIU";"B";"Martinique";0;"";"MTQ"
"Samoa";"";"WSM";"B";"Martinique";0;"";"MTQ"
"Tokelau";"";"TKL";"B";"Martinique";0;"";"MTQ"
"Tonga";"";"TON";"B";"Martinique";0;"";"MTQ"
"Tuvalu";"";"TUV";"C";"Martinique";0;"";"MTQ"
"Wallis and Futuna Islands";"";"WLF";"B";"Martinique";0;"";"MTQ"
"Burundi";"";"BDI";"B R";"Mauritania";0;"";"MRT"
"Comoros";"";"COM";"B";"Mauritania";0;"";"MRT"
"Djibouti";"";"DJI";"B R";"Mauritania";0;"";"MRT"
"Eritrea";"";"ERI";"I";"Mauritania";0;"";"MRT"
"Ethiopia";"";"ETH";"B R";"Mauritania";0;"";"MRT"
"Kenya";"";"KEN";"B R";"Mauritania";0;"";"MRT"
"Madagascar";"";"MDG";"C";"Mauritania";0;"";"MRT"
"Malawi";"";"MWI";"B R";"Mauritania";0;"";"MRT"
"Mauritius";"-1";"MUS";"C";"Mauritania";0;"";"MRT"
"Mayotte";"";"MYT";"B";"Mauritania";0;"";"MRT"
"Mozambique";"";"MOZ";"B R";"Mauritania";0;"";"MRT"
"Réunion";"";"REU";"B";"Mauritania";0;"";"MRT"
"Rwanda";"";"RWA";"B R";"Mauritania";0;"";"MRT"
"Seychelles";"";"SYC";"B";"Mauritania";0;"";"MRT"
"Somalia";"";"SOM";"I R";"Mauritania";0;"";"MRT"
"South Sudan";"";"SSD";"B R";"Mauritania";0;"";"MRT"
"Uganda";"";"UGA";"B R";"Mauritania";0;"";"MRT"
"United Republic of Tanzania";"-2";"TZA";"B R";"Mauritania";0;"";"MRT"
"Zambia";"";"ZMB";"B R";"Mauritania";0;"";"MRT"
"Zimbabwe";"";"ZWE";"B R";"Mauritania";0;"";"MRT"
"Angola";"";"AGO";"B R";"Mauritania";0;"";"MRT"
"Cameroon";"";"CMR";"B";"Mauritania";0;"";"MRT"
"Central African Republic";"";"CAF";"C";"Mauritania";0;"";"MRT"
"Chad";"";"TCD";"B R";"Mauritania";0;"";"MRT"
"Congo";"";"COG";"B";"Mauritania";3149;"";"MRT"
"Democratic Republic of the Congo";"";"COD";"B R";"Mauritania";0;"";"MRT"
"Equatorial Guinea";"";"GNQ";"C";"Mauritania";0;"";"MRT"
"Gabon";"";"GAB";"C";"Mauritania";0;"";"MRT"
"Sao Tome and Principe";"";"STP";"C";"Mauritania";0;"";"MRT"
"Algeria";"";"DZA";"C R";"Mauritania";0;"";"MRT"
"Egypt";"";"EGY";"B R";"Mauritania";174;"";"MRT"
"Libya";"";"LBY";"C";"Mauritania";357;"";"MRT"
"Morocco";"";"MAR";"C";"Mauritania";1619;"";"MRT"
"Sudan";"-3";"SDN";"B R";"Mauritania";0;"";"MRT"
"Tunisia";"";"TUN";"C";"Mauritania";530;"";"MRT"
"Western Sahara";"";"ESH";"I";"Mauritania";542;"";"MRT"
"Botswana";"";"BWA";"C";"Mauritania";0;"";"MRT"
"Lesotho";"";"LSO";"C R";"Mauritania";0;"";"MRT"
"Namibia";"";"NAM";"B";"Mauritania";0;"";"MRT"
"South Africa";"";"ZAF";"B R";"Mauritania";0;"";"MRT"
"Swaziland";"";"SWZ";"B R";"Mauritania";0;"";"MRT"
"Benin";"";"BEN";"C B R";"Mauritania";0;"";"MRT"
"Burkina Faso";"";"BFA";"B R";"Mauritania";0;"";"MRT"
"Cabo Verde";"";"CPV";"B";"Mauritania";0;"";"MRT"
"Côte d'Ivoire";"";"CIV";"C B";"Mauritania";7997;"";"MRT"
"Gambia";"";"GMB";"B";"Mauritania";3257;"";"MRT"
"Ghana";"";"GHA";"B";"Mauritania";13;"";"MRT"
"Guinea";"";"GIN";"C R";"Mauritania";1504;"";"MRT"
"Guinea-Bissau";"";"GNB";"B R";"Mauritania";559;"";"MRT"
"Liberia";"";"LBR";"B";"Mauritania";0;"";"MRT"
"Mali";"";"MLI";"B R";"Mauritania";17189;"";"MRT"
"Mauritania";"";"MRT";"C R";"Mauritania";0;"";"MRT"
"Niger";"";"NER";"B R";"Mauritania";0;"";"MRT"
"Nigeria";"";"NGA";"C R";"Mauritania";0;"";"MRT"
"Saint Helena";"-4";"SHN";"B";"Mauritania";0;"";"MRT"
"Senegal";"";"SEN";"B R";"Mauritania";51490;"";"MRT"
"Sierra Leone";"";"SLE";"B R";"Mauritania";129;"";"MRT"
"Togo";"";"TGO";"C R";"Mauritania";145;"";"MRT"
"Kazakhstan";"";"KAZ";"B";"Mauritania";0;"";"MRT"
"Kyrgyzstan";"";"KGZ";"B";"Mauritania";0;"";"MRT"
"Tajikistan";"";"TJK";"B";"Mauritania";0;"";"MRT"
"Turkmenistan";"";"TKM";"B";"Mauritania";0;"";"MRT"
"Uzbekistan";"";"UZB";"B";"Mauritania";0;"";"MRT"
"China";"-5";"CHN";"C";"Mauritania";0;"";"MRT"
"China, Hong Kong Special Administrative Region";"-6";"HKG ";"B";"Mauritania";0;"";"MRT"
"China, Macao Special Administrative Region";"-7";"MAC";"B";"Mauritania";0;"";"MRT"
"Democratic People's Republic of Korea";"";"PRK";"I";"Mauritania";0;"";"MRT"
"Japan";"";"JPN";"C";"Mauritania";0;"";"MRT"
"Mongolia";"";"MNG";"C";"Mauritania";0;"";"MRT"
"Republic of Korea";"";"KOR";"C";"Mauritania";0;"";"MRT"
"Brunei Darussalam";"";"BRN";"B";"Mauritania";0;"";"MRT"
"Cambodia";"";"KHM";"B";"Mauritania";0;"";"MRT"
"Indonesia";"";"IDN";"B R";"Mauritania";0;"";"MRT"
"Lao People's Democratic Republic";"";"LAO";"C R";"Mauritania";0;"";"MRT"
"Malaysia";"-8";"MYS";"C R";"Mauritania";0;"";"MRT"
"Myanmar";"";"MMR";"C";"Mauritania";0;"";"MRT"
"Philippines";"";"PHL";"C R";"Mauritania";0;"";"MRT"
"Singapore";"";"SGP";"B";"Mauritania";0;"";"MRT"
"Thailand";"";"THA";"B R";"Mauritania";0;"";"MRT"
"Timor-Leste";"";"TLS";"B";"Mauritania";0;"";"MRT"
"Viet Nam";"";"VNM";"C R";"Mauritania";0;"";"MRT"
"Afghanistan";"";"AFG";"B";"Mauritania";0;"";"MRT"
"Bangladesh";"";"BGD";"B R";"Mauritania";0;"";"MRT"
"Bhutan";"";"BTN";"B";"Mauritania";0;"";"MRT"
"India";"";"IND";"B R";"Mauritania";0;"";"MRT"
"Iran (Islamic Republic of)";"";"IRN";"B R";"Mauritania";0;"";"MRT"
"Maldives";"";"MDV";"C R";"Mauritania";0;"";"MRT"
"Nepal";"";"NPL";"B R";"Mauritania";0;"";"MRT"
"Pakistan";"";"PAK";"B R";"Mauritania";0;"";"MRT"
"Sri Lanka";"";"LKA";"B R";"Mauritania";0;"";"MRT"
"Armenia";"";"ARM";"B R";"Mauritania";0;"";"MRT"
"Azerbaijan";"-9";"AZE";"B R";"Mauritania";0;"";"MRT"
"Bahrain";"";"BHR";"C";"Mauritania";0;"";"MRT"
"Cyprus";"-10";"CYP";"B";"Mauritania";0;"";"MRT"
"Georgia";"-11";"GEO";"B";"Mauritania";0;"";"MRT"
"Iraq";"";"IRQ";"C R";"Mauritania";200;"";"MRT"
"Israel";"";"ISR";"B R";"Mauritania";0;"";"MRT"
"Jordan";"";"JOR";"C R";"Mauritania";73;"";"MRT"
"Kuwait";"";"KWT";"C R";"Mauritania";0;"";"MRT"
"Lebanon";"";"LBN";"B R";"Mauritania";0;"";"MRT"
"Oman";"";"OMN";"C";"Mauritania";0;"";"MRT"
"Qatar";"";"QAT";"C";"Mauritania";0;"";"MRT"
"Saudi Arabia";"";"SAU";"C R";"Mauritania";0;"";"MRT"
"State of Palestine";"-12";"PSE";"B";"Mauritania";0;"";"MRT"
"Syrian Arab Republic";"";"SYR";"C R";"Mauritania";0;"";"MRT"
"Turkey";"";"TUR";"B R";"Mauritania";0;"";"MRT"
"United Arab Emirates";"";"ARE";"C R";"Mauritania";0;"";"MRT"
"Yemen";"";"YEM";"C R";"Mauritania";0;"";"MRT"
"Belarus";"";"BLR";"B";"Mauritania";0;"";"MRT"
"Bulgaria";"";"BGR";"B";"Mauritania";3;"";"MRT"
"Czech Republic";"";"CZE";"C";"Mauritania";6;"";"MRT"
"Hungary";"";"HUN";"B R";"Mauritania";3;"";"MRT"
"Poland";"";"POL";"B";"Mauritania";0;"";"MRT"
"Republic of Moldova";"-13";"MDA";"B";"Mauritania";0;"";"MRT"
"Romania";"";"ROM";"B";"Mauritania";0;"";"MRT"
"Russian Federation";"";"RUS";"B";"Mauritania";0;"";"MRT"
"Slovakia";"";"SVK";"B";"Mauritania";0;"";"MRT"
"Ukraine";"";"UKR";"B";"Mauritania";0;"";"MRT"
"Denmark";"";"DNK";"B";"Mauritania";27;"";"MRT"
"Estonia";"";"EST";"B";"Mauritania";2;"";"MRT"
"Faeroe Islands";"";"FRO";"B";"Mauritania";0;"";"MRT"
"Finland";"-15";"FIN";"B";"Mauritania";21;"";"MRT"
"Iceland";"";"ISL";"B";"Mauritania";0;"";"MRT"
"Ireland";"";"IRL";"B";"Mauritania";8;"";"MRT"
"Isle of Man";"";"IMN";"B";"Mauritania";0;"";"MRT"
"Latvia";"";"LVA";"B";"Mauritania";0;"";"MRT"
"Lithuania";"";"LTU";"B";"Mauritania";0;"";"MRT"
"Norway";"-16";"NOR";"B";"Mauritania";58;"";"MRT"
"Sweden";"";"SWE";"B";"Mauritania";64;"";"MRT"
"United Kingdom of Great Britain and Northern Ireland";"";"GBR";"B";"Mauritania";233;"";"MRT"
"Albania";"";"ALB";"B";"Mauritania";0;"";"MRT"
"Andorra";"";"AND";"C";"Mauritania";0;"";"MRT"
"Bosnia and Herzegovina";"";"BIH";"I R";"Mauritania";0;"";"MRT"
"Croatia";"";"HRV";"B R";"Mauritania";0;"";"MRT"
"Gibraltar";"";"GIB";"B";"Mauritania";0;"";"MRT"
"Greece";"";"GRC";"B";"Mauritania";118;"";"MRT"
"Holy See";"-17";"VAT";"I";"Mauritania";0;"";"MRT"
"Italy";"";"ITA";"B";"Mauritania";677;"";"MRT"
"Malta";"";"MLT";"B";"Mauritania";0;"";"MRT"
"Montenegro";"";"MNE";"B";"Mauritania";0;"";"MRT"
"Portugal";"";"PRT";"B";"Mauritania";39;"";"MRT"
"San Marino";"";"SMR";"B";"Mauritania";0;"";"MRT"
"Serbia";"-18";"SRB";"B";"Mauritania";0;"";"MRT"
"Slovenia";"";"SVN";"B";"Mauritania";0;"";"MRT"
"Spain";"-19";"ESP";"B";"Mauritania";8606;"";"MRT"
"The former Yugoslav Republic of Macedonia";"";"MKD";"B";"Mauritania";0;"";"MRT"
"Austria";"";"AUT";"B";"Mauritania";33;"";"MRT"
"Belgium";"";"BEL";"C";"Mauritania";1649;"";"MRT"
"France";"";"FRA";"B";"Mauritania";17768;"";"MRT"
"Germany";"";"DEU";"B";"Mauritania";0;"";"MRT"
"Liechtenstein";"";"LIE";"B";"Mauritania";0;"";"MRT"
"Luxembourg";"";"LUX";"B";"Mauritania";0;"";"MRT"
"Monaco";"";"MCO";"B";"Mauritania";0;"";"MRT"
"Netherlands";"";"NLD";"B";"Mauritania";320;"";"MRT"
"Switzerland";"";"CHE";"B";"Mauritania";130;"";"MRT"
"Anguilla";"";"AIA";"B";"Mauritania";0;"";"MRT"
"Antigua and Barbuda";"";"ATG";"B";"Mauritania";0;"";"MRT"
"Aruba";"";"ABW";"B";"Mauritania";0;"";"MRT"
"Bahamas";"";"BHS";"B";"Mauritania";0;"";"MRT"
"Barbados";"";"BRB";"B";"Mauritania";0;"";"MRT"
"Bonaire, Sint Eustatius and Saba";"-20";"BES";"B";"Mauritania";0;"";"MRT"
"British Virgin Islands";"";"VGB";"B";"Mauritania";0;"";"MRT"
"Cayman Islands";"";"CYM";"C";"Mauritania";0;"";"MRT"
"Cuba";"";"CUB";"B";"Mauritania";0;"";"MRT"
"Curaçao";"";"CUW";"B";"Mauritania";0;"";"MRT"
"Dominica";"";"DMA";"B";"Mauritania";0;"";"MRT"
"Dominican Republic";"";"DOM";"B";"Mauritania";0;"";"MRT"
"Grenada";"";"GRD";"B";"Mauritania";0;"";"MRT"
"Guadeloupe";"-21";"GLP";"B";"Mauritania";0;"";"MRT"
"Haiti";"";"HTI";"B";"Mauritania";0;"";"MRT"
"Jamaica";"";"JAM";"B";"Mauritania";0;"";"MRT"
"Martinique";"";"MTQ";"B";"Mauritania";0;"";"MRT"
"Montserrat";"";"MSR";"B";"Mauritania";0;"";"MRT"
"Puerto Rico";"";"PRI";"B";"Mauritania";0;"";"MRT"
"Saint Kitts and Nevis";"";"KNA";"B";"Mauritania";0;"";"MRT"
"Saint Lucia";"";"LCA";"B";"Mauritania";0;"";"MRT"
"Saint Vincent and the Grenadines";"";"VCT";"B";"Mauritania";0;"";"MRT"
"Sint Maarten (Dutch part)";"";"SXM";"B";"Mauritania";0;"";"MRT"
"Trinidad and Tobago";"";"TTO";"B";"Mauritania";0;"";"MRT"
"Turks and Caicos Islands";"";"TCA";"B";"Mauritania";0;"";"MRT"
"United States Virgin Islands";"";"VIR";"B";"Mauritania";0;"";"MRT"
"Belize";"";"BLZ";"B R ";"Mauritania";0;"";"MRT"
"Costa Rica";"";"CRI";"B R";"Mauritania";0;"";"MRT"
"El Salvador";"";"SLV";"B R";"Mauritania";0;"";"MRT"
"Guatemala";"";"GTM";"B R";"Mauritania";0;"";"MRT"
"Honduras";"";"HND";"B R";"Mauritania";0;"";"MRT"
"Mexico";"";"MEX";"B R";"Mauritania";0;"";"MRT"
"Nicaragua";"";"NIC";"B R";"Mauritania";0;"";"MRT"
"Panama";"";"PAN";"B";"Mauritania";0;"";"MRT"
"Argentina";"";"ARG";"B";"Mauritania";0;"";"MRT"
"Bolivia (Plurinational State of)";"";"BOL";"B";"Mauritania";1;"";"MRT"
"Brazil";"";"BRA";"B";"Mauritania";0;"";"MRT"
"Chile";"";"CHL";"B";"Mauritania";2;"";"MRT"
"Colombia";"";"COL";"B";"Mauritania";0;"";"MRT"
"Ecuador";"";"ECU";"B R";"Mauritania";0;"";"MRT"
"Falkland Islands (Malvinas)";"";"FLK";"B";"Mauritania";0;"";"MRT"
"French Guiana";"";"GUF";"B";"Mauritania";0;"";"MRT"
"Guyana";"";"GUY";"B";"Mauritania";0;"";"MRT"
"Paraguay";"";"PRY";"B";"Mauritania";0;"";"MRT"
"Peru";"";"PER";"B";"Mauritania";0;"";"MRT"
"Suriname";"";"SUR";"C";"Mauritania";0;"";"MRT"
"Uruguay";"";"URY";"B";"Mauritania";0;"";"MRT"
"Venezuela (Bolivarian Republic of)";"";"VEN";"B";"Mauritania";0;"";"MRT"
"Bermuda";"";"BMU";"B";"Mauritania";0;"";"MRT"
"Canada";"";"CAN";"B";"Mauritania";597;"";"MRT"
"Greenland";"";"GRL";"B";"Mauritania";0;"";"MRT"
"Saint Pierre and Miquelon";"";"SPM";"B";"Mauritania";0;"";"MRT"
"United States of America";"";"USA";"B";"Mauritania";0;"";"MRT"
"Australia";"-22";"AUS";"B";"Mauritania";42;"";"MRT"
"New Zealand";"";"NZL";"B";"Mauritania";0;"";"MRT"
"Fiji";"";"FJI";"B";"Mauritania";0;"";"MRT"
"New Caledonia";"";"NCL";"B";"Mauritania";0;"";"MRT"
"Papua New Guinea";"";"PNG";"C R";"Mauritania";0;"";"MRT"
"Solomon Islands";"";"SLB";"B";"Mauritania";0;"";"MRT"
"Vanuatu";"";"VUT";"B";"Mauritania";0;"";"MRT"
"Guam";"";"GUM";"B";"Mauritania";0;"";"MRT"
"Kiribati";"";"KIR";"B";"Mauritania";0;"";"MRT"
"Marshall Islands";"";"MHL";"B";"Mauritania";0;"";"MRT"
"Micronesia (Federated States of)";"";"FSM";"B";"Mauritania";0;"";"MRT"
"Nauru";"";"NRU";"C";"Mauritania";0;"";"MRT"
"Northern Mariana Islands";"";"MNP";"B";"Mauritania";0;"";"MRT"
"Palau";"";"PLW";"B";"Mauritania";0;"";"MRT"
"American Samoa";"";"ASM";"B";"Mauritania";0;"";"MRT"
"Cook Islands";"";"COK";"B";"Mauritania";0;"";"MRT"
"French Polynesia";"";"PYF";"B";"Mauritania";0;"";"MRT"
"Niue";"";"NIU";"B";"Mauritania";0;"";"MRT"
"Samoa";"";"WSM";"B";"Mauritania";0;"";"MRT"
"Tokelau";"";"TKL";"B";"Mauritania";0;"";"MRT"
"Tonga";"";"TON";"B";"Mauritania";0;"";"MRT"
"Tuvalu";"";"TUV";"C";"Mauritania";0;"";"MRT"
"Wallis and Futuna Islands";"";"WLF";"B";"Mauritania";0;"";"MRT"
"Burundi";"";"BDI";"B R";"Mauritius";0;"-1";"MUS"
"Comoros";"";"COM";"B";"Mauritius";0;"-1";"MUS"
"Djibouti";"";"DJI";"B R";"Mauritius";0;"-1";"MUS"
"Eritrea";"";"ERI";"I";"Mauritius";0;"-1";"MUS"
"Ethiopia";"";"ETH";"B R";"Mauritius";0;"-1";"MUS"
"Kenya";"";"KEN";"B R";"Mauritius";0;"-1";"MUS"
"Madagascar";"";"MDG";"C";"Mauritius";0;"-1";"MUS"
"Malawi";"";"MWI";"B R";"Mauritius";0;"-1";"MUS"
"Mauritius";"-1";"MUS";"C";"Mauritius";0;"-1";"MUS"
"Mayotte";"";"MYT";"B";"Mauritius";0;"-1";"MUS"
"Mozambique";"";"MOZ";"B R";"Mauritius";0;"-1";"MUS"
"Réunion";"";"REU";"B";"Mauritius";5059;"-1";"MUS"
"Rwanda";"";"RWA";"B R";"Mauritius";0;"-1";"MUS"
"Seychelles";"";"SYC";"B";"Mauritius";554;"-1";"MUS"
"Somalia";"";"SOM";"I R";"Mauritius";0;"-1";"MUS"
"South Sudan";"";"SSD";"B R";"Mauritius";0;"-1";"MUS"
"Uganda";"";"UGA";"B R";"Mauritius";0;"-1";"MUS"
"United Republic of Tanzania";"-2";"TZA";"B R";"Mauritius";192;"-1";"MUS"
"Zambia";"";"ZMB";"B R";"Mauritius";0;"-1";"MUS"
"Zimbabwe";"";"ZWE";"B R";"Mauritius";0;"-1";"MUS"
"Angola";"";"AGO";"B R";"Mauritius";0;"-1";"MUS"
"Cameroon";"";"CMR";"B";"Mauritius";0;"-1";"MUS"
"Central African Republic";"";"CAF";"C";"Mauritius";0;"-1";"MUS"
"Chad";"";"TCD";"B R";"Mauritius";0;"-1";"MUS"
"Congo";"";"COG";"B";"Mauritius";0;"-1";"MUS"
"Democratic Republic of the Congo";"";"COD";"B R";"Mauritius";0;"-1";"MUS"
"Equatorial Guinea";"";"GNQ";"C";"Mauritius";0;"-1";"MUS"
"Gabon";"";"GAB";"C";"Mauritius";0;"-1";"MUS"
"Sao Tome and Principe";"";"STP";"C";"Mauritius";0;"-1";"MUS"
"Algeria";"";"DZA";"C R";"Mauritius";0;"-1";"MUS"
"Egypt";"";"EGY";"B R";"Mauritius";0;"-1";"MUS"
"Libya";"";"LBY";"C";"Mauritius";0;"-1";"MUS"
"Morocco";"";"MAR";"C";"Mauritius";0;"-1";"MUS"
"Sudan";"-3";"SDN";"B R";"Mauritius";0;"-1";"MUS"
"Tunisia";"";"TUN";"C";"Mauritius";0;"-1";"MUS"
"Western Sahara";"";"ESH";"I";"Mauritius";0;"-1";"MUS"
"Botswana";"";"BWA";"C";"Mauritius";1881;"-1";"MUS"
"Lesotho";"";"LSO";"C R";"Mauritius";0;"-1";"MUS"
"Namibia";"";"NAM";"B";"Mauritius";97;"-1";"MUS"
"South Africa";"";"ZAF";"B R";"Mauritius";9132;"-1";"MUS"
"Swaziland";"";"SWZ";"B R";"Mauritius";0;"-1";"MUS"
"Benin";"";"BEN";"C B R";"Mauritius";0;"-1";"MUS"
"Burkina Faso";"";"BFA";"B R";"Mauritius";0;"-1";"MUS"
"Cabo Verde";"";"CPV";"B";"Mauritius";0;"-1";"MUS"
"Côte d'Ivoire";"";"CIV";"C B";"Mauritius";0;"-1";"MUS"
"Gambia";"";"GMB";"B";"Mauritius";0;"-1";"MUS"
"Ghana";"";"GHA";"B";"Mauritius";0;"-1";"MUS"
"Guinea";"";"GIN";"C R";"Mauritius";0;"-1";"MUS"
"Guinea-Bissau";"";"GNB";"B R";"Mauritius";0;"-1";"MUS"
"Liberia";"";"LBR";"B";"Mauritius";0;"-1";"MUS"
"Mali";"";"MLI";"B R";"Mauritius";0;"-1";"MUS"
"Mauritania";"";"MRT";"C R";"Mauritius";0;"-1";"MUS"
"Niger";"";"NER";"B R";"Mauritius";0;"-1";"MUS"
"Nigeria";"";"NGA";"C R";"Mauritius";0;"-1";"MUS"
"Saint Helena";"-4";"SHN";"B";"Mauritius";0;"-1";"MUS"
