"countryName_Destination";"Notes.x";"ISO3.x";"Type.of.data..a.";"Origin";"nbMigrants";"Notes.y";"ISO3.y"
"Senegal";"";"SEN";"B R";"Mauritius";0;"-1";"MUS"
"Sierra Leone";"";"SLE";"B R";"Mauritius";0;"-1";"MUS"
"Togo";"";"TGO";"C R";"Mauritius";0;"-1";"MUS"
"Kazakhstan";"";"KAZ";"B";"Mauritius";0;"-1";"MUS"
"Kyrgyzstan";"";"KGZ";"B";"Mauritius";0;"-1";"MUS"
"Tajikistan";"";"TJK";"B";"Mauritius";0;"-1";"MUS"
"Turkmenistan";"";"TKM";"B";"Mauritius";0;"-1";"MUS"
"Uzbekistan";"";"UZB";"B";"Mauritius";0;"-1";"MUS"
"China";"-5";"CHN";"C";"Mauritius";0;"-1";"MUS"
"China, Hong Kong Special Administrative Region";"-6";"HKG ";"B";"Mauritius";0;"-1";"MUS"
"China, Macao Special Administrative Region";"-7";"MAC";"B";"Mauritius";0;"-1";"MUS"
"Democratic People's Republic of Korea";"";"PRK";"I";"Mauritius";0;"-1";"MUS"
"Japan";"";"JPN";"C";"Mauritius";0;"-1";"MUS"
"Mongolia";"";"MNG";"C";"Mauritius";0;"-1";"MUS"
"Republic of Korea";"";"KOR";"C";"Mauritius";0;"-1";"MUS"
"Brunei Darussalam";"";"BRN";"B";"Mauritius";0;"-1";"MUS"
"Cambodia";"";"KHM";"B";"Mauritius";0;"-1";"MUS"
"Indonesia";"";"IDN";"B R";"Mauritius";0;"-1";"MUS"
"Lao People's Democratic Republic";"";"LAO";"C R";"Mauritius";0;"-1";"MUS"
"Malaysia";"-8";"MYS";"C R";"Mauritius";0;"-1";"MUS"
"Myanmar";"";"MMR";"C";"Mauritius";0;"-1";"MUS"
"Philippines";"";"PHL";"C R";"Mauritius";0;"-1";"MUS"
"Singapore";"";"SGP";"B";"Mauritius";0;"-1";"MUS"
"Thailand";"";"THA";"B R";"Mauritius";0;"-1";"MUS"
"Timor-Leste";"";"TLS";"B";"Mauritius";0;"-1";"MUS"
"Viet Nam";"";"VNM";"C R";"Mauritius";0;"-1";"MUS"
"Afghanistan";"";"AFG";"B";"Mauritius";0;"-1";"MUS"
"Bangladesh";"";"BGD";"B R";"Mauritius";0;"-1";"MUS"
"Bhutan";"";"BTN";"B";"Mauritius";0;"-1";"MUS"
"India";"";"IND";"B R";"Mauritius";296;"-1";"MUS"
"Iran (Islamic Republic of)";"";"IRN";"B R";"Mauritius";0;"-1";"MUS"
"Maldives";"";"MDV";"C R";"Mauritius";0;"-1";"MUS"
"Nepal";"";"NPL";"B R";"Mauritius";0;"-1";"MUS"
"Pakistan";"";"PAK";"B R";"Mauritius";0;"-1";"MUS"
"Sri Lanka";"";"LKA";"B R";"Mauritius";0;"-1";"MUS"
"Armenia";"";"ARM";"B R";"Mauritius";0;"-1";"MUS"
"Azerbaijan";"-9";"AZE";"B R";"Mauritius";0;"-1";"MUS"
"Bahrain";"";"BHR";"C";"Mauritius";0;"-1";"MUS"
"Cyprus";"-10";"CYP";"B";"Mauritius";13;"-1";"MUS"
"Georgia";"-11";"GEO";"B";"Mauritius";0;"-1";"MUS"
"Iraq";"";"IRQ";"C R";"Mauritius";0;"-1";"MUS"
"Israel";"";"ISR";"B R";"Mauritius";0;"-1";"MUS"
"Jordan";"";"JOR";"C R";"Mauritius";0;"-1";"MUS"
"Kuwait";"";"KWT";"C R";"Mauritius";0;"-1";"MUS"
"Lebanon";"";"LBN";"B R";"Mauritius";0;"-1";"MUS"
"Oman";"";"OMN";"C";"Mauritius";0;"-1";"MUS"
"Qatar";"";"QAT";"C";"Mauritius";0;"-1";"MUS"
"Saudi Arabia";"";"SAU";"C R";"Mauritius";0;"-1";"MUS"
"State of Palestine";"-12";"PSE";"B";"Mauritius";0;"-1";"MUS"
"Syrian Arab Republic";"";"SYR";"C R";"Mauritius";0;"-1";"MUS"
"Turkey";"";"TUR";"B R";"Mauritius";0;"-1";"MUS"
"United Arab Emirates";"";"ARE";"C R";"Mauritius";0;"-1";"MUS"
"Yemen";"";"YEM";"C R";"Mauritius";0;"-1";"MUS"
"Belarus";"";"BLR";"B";"Mauritius";0;"-1";"MUS"
"Bulgaria";"";"BGR";"B";"Mauritius";1;"-1";"MUS"
"Czech Republic";"";"CZE";"C";"Mauritius";28;"-1";"MUS"
"Hungary";"";"HUN";"B R";"Mauritius";65;"-1";"MUS"
"Poland";"";"POL";"B";"Mauritius";0;"-1";"MUS"
"Republic of Moldova";"-13";"MDA";"B";"Mauritius";0;"-1";"MUS"
"Romania";"";"ROM";"B";"Mauritius";0;"-1";"MUS"
"Russian Federation";"";"RUS";"B";"Mauritius";64;"-1";"MUS"
"Slovakia";"";"SVK";"B";"Mauritius";0;"-1";"MUS"
"Ukraine";"";"UKR";"B";"Mauritius";0;"-1";"MUS"
"Denmark";"";"DNK";"B";"Mauritius";146;"-1";"MUS"
"Estonia";"";"EST";"B";"Mauritius";2;"-1";"MUS"
"Faeroe Islands";"";"FRO";"B";"Mauritius";0;"-1";"MUS"
"Finland";"-15";"FIN";"B";"Mauritius";55;"-1";"MUS"
"Iceland";"";"ISL";"B";"Mauritius";5;"-1";"MUS"
"Ireland";"";"IRL";"B";"Mauritius";3231;"-1";"MUS"
"Isle of Man";"";"IMN";"B";"Mauritius";0;"-1";"MUS"
"Latvia";"";"LVA";"B";"Mauritius";0;"-1";"MUS"
"Lithuania";"";"LTU";"B";"Mauritius";0;"-1";"MUS"
"Norway";"-16";"NOR";"B";"Mauritius";187;"-1";"MUS"
"Sweden";"";"SWE";"B";"Mauritius";189;"-1";"MUS"
"United Kingdom of Great Britain and Northern Ireland";"";"GBR";"B";"Mauritius";45123;"-1";"MUS"
"Albania";"";"ALB";"B";"Mauritius";0;"-1";"MUS"
"Andorra";"";"AND";"C";"Mauritius";0;"-1";"MUS"
"Bosnia and Herzegovina";"";"BIH";"I R";"Mauritius";0;"-1";"MUS"
"Croatia";"";"HRV";"B R";"Mauritius";0;"-1";"MUS"
"Gibraltar";"";"GIB";"B";"Mauritius";0;"-1";"MUS"
"Greece";"";"GRC";"B";"Mauritius";38;"-1";"MUS"
"Holy See";"-17";"VAT";"I";"Mauritius";0;"-1";"MUS"
"Italy";"";"ITA";"B";"Mauritius";9499;"-1";"MUS"
"Malta";"";"MLT";"B";"Mauritius";0;"-1";"MUS"
"Montenegro";"";"MNE";"B";"Mauritius";0;"-1";"MUS"
"Portugal";"";"PRT";"B";"Mauritius";0;"-1";"MUS"
"San Marino";"";"SMR";"B";"Mauritius";0;"-1";"MUS"
"Serbia";"-18";"SRB";"B";"Mauritius";0;"-1";"MUS"
"Slovenia";"";"SVN";"B";"Mauritius";0;"-1";"MUS"
"Spain";"-19";"ESP";"B";"Mauritius";241;"-1";"MUS"
"The former Yugoslav Republic of Macedonia";"";"MKD";"B";"Mauritius";0;"-1";"MUS"
"Austria";"";"AUT";"B";"Mauritius";114;"-1";"MUS"
"Belgium";"";"BEL";"C";"Mauritius";817;"-1";"MUS"
"France";"";"FRA";"B";"Mauritius";44337;"-1";"MUS"
"Germany";"";"DEU";"B";"Mauritius";0;"-1";"MUS"
"Liechtenstein";"";"LIE";"B";"Mauritius";0;"-1";"MUS"
"Luxembourg";"";"LUX";"B";"Mauritius";53;"-1";"MUS"
"Monaco";"";"MCO";"B";"Mauritius";0;"-1";"MUS"
"Netherlands";"";"NLD";"B";"Mauritius";361;"-1";"MUS"
"Switzerland";"";"CHE";"B";"Mauritius";2916;"-1";"MUS"
"Anguilla";"";"AIA";"B";"Mauritius";0;"-1";"MUS"
"Antigua and Barbuda";"";"ATG";"B";"Mauritius";0;"-1";"MUS"
"Aruba";"";"ABW";"B";"Mauritius";0;"-1";"MUS"
"Bahamas";"";"BHS";"B";"Mauritius";0;"-1";"MUS"
"Barbados";"";"BRB";"B";"Mauritius";0;"-1";"MUS"
"Bonaire, Sint Eustatius and Saba";"-20";"BES";"B";"Mauritius";0;"-1";"MUS"
"British Virgin Islands";"";"VGB";"B";"Mauritius";0;"-1";"MUS"
"Cayman Islands";"";"CYM";"C";"Mauritius";0;"-1";"MUS"
"Cuba";"";"CUB";"B";"Mauritius";0;"-1";"MUS"
"Curaçao";"";"CUW";"B";"Mauritius";0;"-1";"MUS"
"Dominica";"";"DMA";"B";"Mauritius";0;"-1";"MUS"
"Dominican Republic";"";"DOM";"B";"Mauritius";0;"-1";"MUS"
"Grenada";"";"GRD";"B";"Mauritius";0;"-1";"MUS"
"Guadeloupe";"-21";"GLP";"B";"Mauritius";0;"-1";"MUS"
"Haiti";"";"HTI";"B";"Mauritius";0;"-1";"MUS"
"Jamaica";"";"JAM";"B";"Mauritius";0;"-1";"MUS"
"Martinique";"";"MTQ";"B";"Mauritius";0;"-1";"MUS"
"Montserrat";"";"MSR";"B";"Mauritius";0;"-1";"MUS"
"Puerto Rico";"";"PRI";"B";"Mauritius";0;"-1";"MUS"
"Saint Kitts and Nevis";"";"KNA";"B";"Mauritius";0;"-1";"MUS"
"Saint Lucia";"";"LCA";"B";"Mauritius";0;"-1";"MUS"
"Saint Vincent and the Grenadines";"";"VCT";"B";"Mauritius";0;"-1";"MUS"
"Sint Maarten (Dutch part)";"";"SXM";"B";"Mauritius";0;"-1";"MUS"
"Trinidad and Tobago";"";"TTO";"B";"Mauritius";0;"-1";"MUS"
"Turks and Caicos Islands";"";"TCA";"B";"Mauritius";0;"-1";"MUS"
"United States Virgin Islands";"";"VIR";"B";"Mauritius";0;"-1";"MUS"
"Belize";"";"BLZ";"B R ";"Mauritius";0;"-1";"MUS"
"Costa Rica";"";"CRI";"B R";"Mauritius";0;"-1";"MUS"
"El Salvador";"";"SLV";"B R";"Mauritius";0;"-1";"MUS"
"Guatemala";"";"GTM";"B R";"Mauritius";0;"-1";"MUS"
"Honduras";"";"HND";"B R";"Mauritius";0;"-1";"MUS"
"Mexico";"";"MEX";"B R";"Mauritius";0;"-1";"MUS"
"Nicaragua";"";"NIC";"B R";"Mauritius";0;"-1";"MUS"
"Panama";"";"PAN";"B";"Mauritius";0;"-1";"MUS"
"Argentina";"";"ARG";"B";"Mauritius";0;"-1";"MUS"
"Bolivia (Plurinational State of)";"";"BOL";"B";"Mauritius";0;"-1";"MUS"
"Brazil";"";"BRA";"B";"Mauritius";0;"-1";"MUS"
"Chile";"";"CHL";"B";"Mauritius";5;"-1";"MUS"
"Colombia";"";"COL";"B";"Mauritius";0;"-1";"MUS"
"Ecuador";"";"ECU";"B R";"Mauritius";0;"-1";"MUS"
"Falkland Islands (Malvinas)";"";"FLK";"B";"Mauritius";0;"-1";"MUS"
"French Guiana";"";"GUF";"B";"Mauritius";0;"-1";"MUS"
"Guyana";"";"GUY";"B";"Mauritius";0;"-1";"MUS"
"Paraguay";"";"PRY";"B";"Mauritius";0;"-1";"MUS"
"Peru";"";"PER";"B";"Mauritius";0;"-1";"MUS"
"Suriname";"";"SUR";"C";"Mauritius";0;"-1";"MUS"
"Uruguay";"";"URY";"B";"Mauritius";0;"-1";"MUS"
"Venezuela (Bolivarian Republic of)";"";"VEN";"B";"Mauritius";0;"-1";"MUS"
"Bermuda";"";"BMU";"B";"Mauritius";0;"-1";"MUS"
"Canada";"";"CAN";"B";"Mauritius";14775;"-1";"MUS"
"Greenland";"";"GRL";"B";"Mauritius";0;"-1";"MUS"
"Saint Pierre and Miquelon";"";"SPM";"B";"Mauritius";0;"-1";"MUS"
"United States of America";"";"USA";"B";"Mauritius";0;"-1";"MUS"
"Australia";"-22";"AUS";"B";"Mauritius";28779;"-1";"MUS"
"New Zealand";"";"NZL";"B";"Mauritius";0;"-1";"MUS"
"Fiji";"";"FJI";"B";"Mauritius";0;"-1";"MUS"
"New Caledonia";"";"NCL";"B";"Mauritius";0;"-1";"MUS"
"Papua New Guinea";"";"PNG";"C R";"Mauritius";0;"-1";"MUS"
"Solomon Islands";"";"SLB";"B";"Mauritius";0;"-1";"MUS"
"Vanuatu";"";"VUT";"B";"Mauritius";0;"-1";"MUS"
"Guam";"";"GUM";"B";"Mauritius";0;"-1";"MUS"
"Kiribati";"";"KIR";"B";"Mauritius";0;"-1";"MUS"
"Marshall Islands";"";"MHL";"B";"Mauritius";0;"-1";"MUS"
"Micronesia (Federated States of)";"";"FSM";"B";"Mauritius";0;"-1";"MUS"
"Nauru";"";"NRU";"C";"Mauritius";0;"-1";"MUS"
"Northern Mariana Islands";"";"MNP";"B";"Mauritius";0;"-1";"MUS"
"Palau";"";"PLW";"B";"Mauritius";0;"-1";"MUS"
"American Samoa";"";"ASM";"B";"Mauritius";0;"-1";"MUS"
"Cook Islands";"";"COK";"B";"Mauritius";0;"-1";"MUS"
"French Polynesia";"";"PYF";"B";"Mauritius";0;"-1";"MUS"
"Niue";"";"NIU";"B";"Mauritius";0;"-1";"MUS"
"Samoa";"";"WSM";"B";"Mauritius";0;"-1";"MUS"
"Tokelau";"";"TKL";"B";"Mauritius";0;"-1";"MUS"
"Tonga";"";"TON";"B";"Mauritius";0;"-1";"MUS"
"Tuvalu";"";"TUV";"C";"Mauritius";0;"-1";"MUS"
"Wallis and Futuna Islands";"";"WLF";"B";"Mauritius";0;"-1";"MUS"
"Burundi";"";"BDI";"B R";"Mayotte";0;"";"MYT"
"Comoros";"";"COM";"B";"Mayotte";0;"";"MYT"
"Djibouti";"";"DJI";"B R";"Mayotte";0;"";"MYT"
"Eritrea";"";"ERI";"I";"Mayotte";0;"";"MYT"
"Ethiopia";"";"ETH";"B R";"Mayotte";0;"";"MYT"
"Kenya";"";"KEN";"B R";"Mayotte";0;"";"MYT"
"Madagascar";"";"MDG";"C";"Mayotte";0;"";"MYT"
"Malawi";"";"MWI";"B R";"Mayotte";0;"";"MYT"
"Mauritius";"-1";"MUS";"C";"Mayotte";0;"";"MYT"
"Mayotte";"";"MYT";"B";"Mayotte";0;"";"MYT"
"Mozambique";"";"MOZ";"B R";"Mayotte";0;"";"MYT"
"Réunion";"";"REU";"B";"Mayotte";6507;"";"MYT"
"Rwanda";"";"RWA";"B R";"Mayotte";0;"";"MYT"
"Seychelles";"";"SYC";"B";"Mayotte";0;"";"MYT"
"Somalia";"";"SOM";"I R";"Mayotte";0;"";"MYT"
"South Sudan";"";"SSD";"B R";"Mayotte";0;"";"MYT"
"Uganda";"";"UGA";"B R";"Mayotte";0;"";"MYT"
"United Republic of Tanzania";"-2";"TZA";"B R";"Mayotte";0;"";"MYT"
"Zambia";"";"ZMB";"B R";"Mayotte";0;"";"MYT"
"Zimbabwe";"";"ZWE";"B R";"Mayotte";0;"";"MYT"
"Angola";"";"AGO";"B R";"Mayotte";0;"";"MYT"
"Cameroon";"";"CMR";"B";"Mayotte";0;"";"MYT"
"Central African Republic";"";"CAF";"C";"Mayotte";0;"";"MYT"
"Chad";"";"TCD";"B R";"Mayotte";0;"";"MYT"
"Congo";"";"COG";"B";"Mayotte";0;"";"MYT"
"Democratic Republic of the Congo";"";"COD";"B R";"Mayotte";0;"";"MYT"
"Equatorial Guinea";"";"GNQ";"C";"Mayotte";0;"";"MYT"
"Gabon";"";"GAB";"C";"Mayotte";0;"";"MYT"
"Sao Tome and Principe";"";"STP";"C";"Mayotte";0;"";"MYT"
"Algeria";"";"DZA";"C R";"Mayotte";0;"";"MYT"
"Egypt";"";"EGY";"B R";"Mayotte";0;"";"MYT"
"Libya";"";"LBY";"C";"Mayotte";0;"";"MYT"
"Morocco";"";"MAR";"C";"Mayotte";0;"";"MYT"
"Sudan";"-3";"SDN";"B R";"Mayotte";0;"";"MYT"
"Tunisia";"";"TUN";"C";"Mayotte";0;"";"MYT"
"Western Sahara";"";"ESH";"I";"Mayotte";0;"";"MYT"
"Botswana";"";"BWA";"C";"Mayotte";0;"";"MYT"
"Lesotho";"";"LSO";"C R";"Mayotte";0;"";"MYT"
"Namibia";"";"NAM";"B";"Mayotte";0;"";"MYT"
"South Africa";"";"ZAF";"B R";"Mayotte";0;"";"MYT"
"Swaziland";"";"SWZ";"B R";"Mayotte";0;"";"MYT"
"Benin";"";"BEN";"C B R";"Mayotte";0;"";"MYT"
"Burkina Faso";"";"BFA";"B R";"Mayotte";0;"";"MYT"
"Cabo Verde";"";"CPV";"B";"Mayotte";0;"";"MYT"
"Côte d'Ivoire";"";"CIV";"C B";"Mayotte";0;"";"MYT"
"Gambia";"";"GMB";"B";"Mayotte";0;"";"MYT"
"Ghana";"";"GHA";"B";"Mayotte";0;"";"MYT"
"Guinea";"";"GIN";"C R";"Mayotte";0;"";"MYT"
"Guinea-Bissau";"";"GNB";"B R";"Mayotte";0;"";"MYT"
"Liberia";"";"LBR";"B";"Mayotte";0;"";"MYT"
"Mali";"";"MLI";"B R";"Mayotte";0;"";"MYT"
"Mauritania";"";"MRT";"C R";"Mayotte";0;"";"MYT"
"Niger";"";"NER";"B R";"Mayotte";0;"";"MYT"
"Nigeria";"";"NGA";"C R";"Mayotte";0;"";"MYT"
"Saint Helena";"-4";"SHN";"B";"Mayotte";0;"";"MYT"
"Senegal";"";"SEN";"B R";"Mayotte";0;"";"MYT"
"Sierra Leone";"";"SLE";"B R";"Mayotte";0;"";"MYT"
"Togo";"";"TGO";"C R";"Mayotte";0;"";"MYT"
"Kazakhstan";"";"KAZ";"B";"Mayotte";0;"";"MYT"
"Kyrgyzstan";"";"KGZ";"B";"Mayotte";0;"";"MYT"
"Tajikistan";"";"TJK";"B";"Mayotte";0;"";"MYT"
"Turkmenistan";"";"TKM";"B";"Mayotte";0;"";"MYT"
"Uzbekistan";"";"UZB";"B";"Mayotte";0;"";"MYT"
"China";"-5";"CHN";"C";"Mayotte";0;"";"MYT"
"China, Hong Kong Special Administrative Region";"-6";"HKG ";"B";"Mayotte";0;"";"MYT"
"China, Macao Special Administrative Region";"-7";"MAC";"B";"Mayotte";0;"";"MYT"
"Democratic People's Republic of Korea";"";"PRK";"I";"Mayotte";0;"";"MYT"
"Japan";"";"JPN";"C";"Mayotte";0;"";"MYT"
"Mongolia";"";"MNG";"C";"Mayotte";0;"";"MYT"
"Republic of Korea";"";"KOR";"C";"Mayotte";0;"";"MYT"
"Brunei Darussalam";"";"BRN";"B";"Mayotte";0;"";"MYT"
"Cambodia";"";"KHM";"B";"Mayotte";0;"";"MYT"
"Indonesia";"";"IDN";"B R";"Mayotte";0;"";"MYT"
"Lao People's Democratic Republic";"";"LAO";"C R";"Mayotte";0;"";"MYT"
"Malaysia";"-8";"MYS";"C R";"Mayotte";0;"";"MYT"
"Myanmar";"";"MMR";"C";"Mayotte";0;"";"MYT"
"Philippines";"";"PHL";"C R";"Mayotte";0;"";"MYT"
"Singapore";"";"SGP";"B";"Mayotte";0;"";"MYT"
"Thailand";"";"THA";"B R";"Mayotte";0;"";"MYT"
"Timor-Leste";"";"TLS";"B";"Mayotte";0;"";"MYT"
"Viet Nam";"";"VNM";"C R";"Mayotte";0;"";"MYT"
"Afghanistan";"";"AFG";"B";"Mayotte";0;"";"MYT"
"Bangladesh";"";"BGD";"B R";"Mayotte";0;"";"MYT"
"Bhutan";"";"BTN";"B";"Mayotte";0;"";"MYT"
"India";"";"IND";"B R";"Mayotte";0;"";"MYT"
"Iran (Islamic Republic of)";"";"IRN";"B R";"Mayotte";0;"";"MYT"
"Maldives";"";"MDV";"C R";"Mayotte";0;"";"MYT"
"Nepal";"";"NPL";"B R";"Mayotte";0;"";"MYT"
"Pakistan";"";"PAK";"B R";"Mayotte";0;"";"MYT"
"Sri Lanka";"";"LKA";"B R";"Mayotte";0;"";"MYT"
"Armenia";"";"ARM";"B R";"Mayotte";0;"";"MYT"
"Azerbaijan";"-9";"AZE";"B R";"Mayotte";0;"";"MYT"
"Bahrain";"";"BHR";"C";"Mayotte";0;"";"MYT"
"Cyprus";"-10";"CYP";"B";"Mayotte";0;"";"MYT"
"Georgia";"-11";"GEO";"B";"Mayotte";0;"";"MYT"
"Iraq";"";"IRQ";"C R";"Mayotte";0;"";"MYT"
"Israel";"";"ISR";"B R";"Mayotte";0;"";"MYT"
"Jordan";"";"JOR";"C R";"Mayotte";0;"";"MYT"
"Kuwait";"";"KWT";"C R";"Mayotte";0;"";"MYT"
"Lebanon";"";"LBN";"B R";"Mayotte";0;"";"MYT"
"Oman";"";"OMN";"C";"Mayotte";0;"";"MYT"
"Qatar";"";"QAT";"C";"Mayotte";0;"";"MYT"
"Saudi Arabia";"";"SAU";"C R";"Mayotte";0;"";"MYT"
"State of Palestine";"-12";"PSE";"B";"Mayotte";0;"";"MYT"
"Syrian Arab Republic";"";"SYR";"C R";"Mayotte";0;"";"MYT"
"Turkey";"";"TUR";"B R";"Mayotte";0;"";"MYT"
"United Arab Emirates";"";"ARE";"C R";"Mayotte";0;"";"MYT"
"Yemen";"";"YEM";"C R";"Mayotte";0;"";"MYT"
"Belarus";"";"BLR";"B";"Mayotte";0;"";"MYT"
"Bulgaria";"";"BGR";"B";"Mayotte";0;"";"MYT"
"Czech Republic";"";"CZE";"C";"Mayotte";0;"";"MYT"
"Hungary";"";"HUN";"B R";"Mayotte";0;"";"MYT"
"Poland";"";"POL";"B";"Mayotte";0;"";"MYT"
"Republic of Moldova";"-13";"MDA";"B";"Mayotte";0;"";"MYT"
"Romania";"";"ROM";"B";"Mayotte";0;"";"MYT"
"Russian Federation";"";"RUS";"B";"Mayotte";0;"";"MYT"
"Slovakia";"";"SVK";"B";"Mayotte";0;"";"MYT"
"Ukraine";"";"UKR";"B";"Mayotte";0;"";"MYT"
"Denmark";"";"DNK";"B";"Mayotte";0;"";"MYT"
"Estonia";"";"EST";"B";"Mayotte";0;"";"MYT"
"Faeroe Islands";"";"FRO";"B";"Mayotte";0;"";"MYT"
"Finland";"-15";"FIN";"B";"Mayotte";0;"";"MYT"
"Iceland";"";"ISL";"B";"Mayotte";0;"";"MYT"
"Ireland";"";"IRL";"B";"Mayotte";0;"";"MYT"
"Isle of Man";"";"IMN";"B";"Mayotte";0;"";"MYT"
"Latvia";"";"LVA";"B";"Mayotte";0;"";"MYT"
"Lithuania";"";"LTU";"B";"Mayotte";0;"";"MYT"
"Norway";"-16";"NOR";"B";"Mayotte";0;"";"MYT"
"Sweden";"";"SWE";"B";"Mayotte";0;"";"MYT"
"United Kingdom of Great Britain and Northern Ireland";"";"GBR";"B";"Mayotte";0;"";"MYT"
"Albania";"";"ALB";"B";"Mayotte";0;"";"MYT"
"Andorra";"";"AND";"C";"Mayotte";0;"";"MYT"
"Bosnia and Herzegovina";"";"BIH";"I R";"Mayotte";0;"";"MYT"
"Croatia";"";"HRV";"B R";"Mayotte";0;"";"MYT"
"Gibraltar";"";"GIB";"B";"Mayotte";0;"";"MYT"
"Greece";"";"GRC";"B";"Mayotte";0;"";"MYT"
"Holy See";"-17";"VAT";"I";"Mayotte";0;"";"MYT"
"Italy";"";"ITA";"B";"Mayotte";0;"";"MYT"
"Malta";"";"MLT";"B";"Mayotte";0;"";"MYT"
"Montenegro";"";"MNE";"B";"Mayotte";0;"";"MYT"
"Portugal";"";"PRT";"B";"Mayotte";0;"";"MYT"
"San Marino";"";"SMR";"B";"Mayotte";0;"";"MYT"
"Serbia";"-18";"SRB";"B";"Mayotte";0;"";"MYT"
"Slovenia";"";"SVN";"B";"Mayotte";0;"";"MYT"
"Spain";"-19";"ESP";"B";"Mayotte";0;"";"MYT"
"The former Yugoslav Republic of Macedonia";"";"MKD";"B";"Mayotte";0;"";"MYT"
"Austria";"";"AUT";"B";"Mayotte";0;"";"MYT"
"Belgium";"";"BEL";"C";"Mayotte";0;"";"MYT"
"France";"";"FRA";"B";"Mayotte";0;"";"MYT"
"Germany";"";"DEU";"B";"Mayotte";0;"";"MYT"
"Liechtenstein";"";"LIE";"B";"Mayotte";0;"";"MYT"
"Luxembourg";"";"LUX";"B";"Mayotte";0;"";"MYT"
"Monaco";"";"MCO";"B";"Mayotte";0;"";"MYT"
"Netherlands";"";"NLD";"B";"Mayotte";0;"";"MYT"
"Switzerland";"";"CHE";"B";"Mayotte";0;"";"MYT"
"Anguilla";"";"AIA";"B";"Mayotte";0;"";"MYT"
"Antigua and Barbuda";"";"ATG";"B";"Mayotte";0;"";"MYT"
"Aruba";"";"ABW";"B";"Mayotte";0;"";"MYT"
"Bahamas";"";"BHS";"B";"Mayotte";0;"";"MYT"
"Barbados";"";"BRB";"B";"Mayotte";0;"";"MYT"
"Bonaire, Sint Eustatius and Saba";"-20";"BES";"B";"Mayotte";0;"";"MYT"
"British Virgin Islands";"";"VGB";"B";"Mayotte";0;"";"MYT"
"Cayman Islands";"";"CYM";"C";"Mayotte";0;"";"MYT"
"Cuba";"";"CUB";"B";"Mayotte";0;"";"MYT"
"Curaçao";"";"CUW";"B";"Mayotte";0;"";"MYT"
"Dominica";"";"DMA";"B";"Mayotte";0;"";"MYT"
"Dominican Republic";"";"DOM";"B";"Mayotte";0;"";"MYT"
"Grenada";"";"GRD";"B";"Mayotte";0;"";"MYT"
"Guadeloupe";"-21";"GLP";"B";"Mayotte";0;"";"MYT"
"Haiti";"";"HTI";"B";"Mayotte";0;"";"MYT"
"Jamaica";"";"JAM";"B";"Mayotte";0;"";"MYT"
"Martinique";"";"MTQ";"B";"Mayotte";0;"";"MYT"
"Montserrat";"";"MSR";"B";"Mayotte";0;"";"MYT"
"Puerto Rico";"";"PRI";"B";"Mayotte";0;"";"MYT"
"Saint Kitts and Nevis";"";"KNA";"B";"Mayotte";0;"";"MYT"
"Saint Lucia";"";"LCA";"B";"Mayotte";0;"";"MYT"
"Saint Vincent and the Grenadines";"";"VCT";"B";"Mayotte";0;"";"MYT"
"Sint Maarten (Dutch part)";"";"SXM";"B";"Mayotte";0;"";"MYT"
"Trinidad and Tobago";"";"TTO";"B";"Mayotte";0;"";"MYT"
"Turks and Caicos Islands";"";"TCA";"B";"Mayotte";0;"";"MYT"
"United States Virgin Islands";"";"VIR";"B";"Mayotte";0;"";"MYT"
"Belize";"";"BLZ";"B R ";"Mayotte";0;"";"MYT"
"Costa Rica";"";"CRI";"B R";"Mayotte";0;"";"MYT"
"El Salvador";"";"SLV";"B R";"Mayotte";0;"";"MYT"
"Guatemala";"";"GTM";"B R";"Mayotte";0;"";"MYT"
"Honduras";"";"HND";"B R";"Mayotte";0;"";"MYT"
"Mexico";"";"MEX";"B R";"Mayotte";0;"";"MYT"
"Nicaragua";"";"NIC";"B R";"Mayotte";0;"";"MYT"
"Panama";"";"PAN";"B";"Mayotte";0;"";"MYT"
"Argentina";"";"ARG";"B";"Mayotte";0;"";"MYT"
"Bolivia (Plurinational State of)";"";"BOL";"B";"Mayotte";0;"";"MYT"
"Brazil";"";"BRA";"B";"Mayotte";0;"";"MYT"
"Chile";"";"CHL";"B";"Mayotte";2;"";"MYT"
"Colombia";"";"COL";"B";"Mayotte";0;"";"MYT"
"Ecuador";"";"ECU";"B R";"Mayotte";0;"";"MYT"
"Falkland Islands (Malvinas)";"";"FLK";"B";"Mayotte";0;"";"MYT"
"French Guiana";"";"GUF";"B";"Mayotte";0;"";"MYT"
"Guyana";"";"GUY";"B";"Mayotte";0;"";"MYT"
"Paraguay";"";"PRY";"B";"Mayotte";0;"";"MYT"
"Peru";"";"PER";"B";"Mayotte";0;"";"MYT"
"Suriname";"";"SUR";"C";"Mayotte";0;"";"MYT"
"Uruguay";"";"URY";"B";"Mayotte";0;"";"MYT"
"Venezuela (Bolivarian Republic of)";"";"VEN";"B";"Mayotte";0;"";"MYT"
"Bermuda";"";"BMU";"B";"Mayotte";0;"";"MYT"
"Canada";"";"CAN";"B";"Mayotte";0;"";"MYT"
"Greenland";"";"GRL";"B";"Mayotte";0;"";"MYT"
"Saint Pierre and Miquelon";"";"SPM";"B";"Mayotte";0;"";"MYT"
"United States of America";"";"USA";"B";"Mayotte";0;"";"MYT"
